Case_ID,Activity,Timestamp,Transaction_ID,Amount,Account_Type
CASE-2772,Check Balance,2023-09-16 01:14:12,20322,3256.81,Savings
CASE-2664,Login,2023-08-30 23:43:33,61337,1961.11,Savings
CASE-9819,Logout,2023-06-23 08:46:47,64875,2745.64,Checking
CASE-1539,View Statement,2023-01-29 10:53:08,93312,433.87,Checking
CASE-9150,Logout,2023-10-11 14:32:14,94000,2215.33,Savings
CASE-4959,Pay Bill,2023-11-29 02:25:32,65586,1126.61,Credit
CASE-9495,View Statement,2023-01-06 22:12:12,80937,638.33,Checking
CASE-2555,Login,2023-10-26 07:20:24,44836,4885.1,Credit
CASE-8595,Check Balance,2023-03-22 05:00:25,49705,3268.75,Savings
CASE-2966,Login,2023-11-30 00:45:46,84253,3406.11,Checking
CASE-9350,Login,2023-02-13 18:53:00,90039,4977.49,Credit
CASE-3840,Apply Loan,2023-02-27 21:25:56,85992,4279.25,Credit
CASE-9271,View Statement,2023-01-20 15:53:36,78586,368.85,Credit
CASE-4838,Logout,2023-03-03 00:17:05,47821,2077.72,Checking
CASE-8513,View Statement,2023-08-07 17:19:32,77254,664.02,Checking
CASE-4905,View Statement,2023-06-04 10:19:05,91901,4636.19,Checking
CASE-5905,Pay Bill,2023-03-13 17:41:30,18942,2291.08,Savings
CASE-8574,Transfer Funds,2023-01-31 09:27:58,31789,3637.22,Credit
CASE-8866,Logout,2023-05-19 14:18:21,28553,2009.39,Savings
CASE-9873,Logout,2023-11-03 23:16:30,65190,875.64,Checking
CASE-4352,Transfer Funds,2023-05-28 22:34:08,43532,3225.84,Savings
CASE-1987,Logout,2023-11-01 10:21:33,53345,1810.01,Checking
CASE-7152,Check Balance,2023-03-13 16:01:15,29020,3484.65,Credit
CASE-8977,Login,2023-08-07 02:13:12,54375,2474.76,Savings
CASE-4698,View Statement,2023-12-05 07:44:07,91004,2818.48,Savings
CASE-3296,Login,2023-04-29 15:57:32,31910,2899.46,Savings
CASE-6022,Login,2023-04-14 12:09:24,85354,1845.14,Credit
CASE-1201,Login,2023-12-25 20:46:27,18876,57.69,Credit
CASE-7711,Apply Loan,2023-01-21 12:58:22,93699,1139.18,Credit
CASE-2855,Login,2023-06-02 14:25:18,17207,2649.08,Checking
CASE-8027,Login,2023-01-27 16:51:49,77710,1367.08,Checking
CASE-1063,Login,2023-07-09 08:17:52,10067,3126.77,Savings
CASE-6340,Login,2023-06-25 06:15:30,70939,2810.81,Checking
CASE-8151,Check Balance,2023-07-14 09:46:20,84092,3325.71,Checking
CASE-8531,Check Balance,2023-02-03 16:09:05,55271,3156.43,Credit
CASE-9037,Logout,2023-09-01 04:33:52,63645,1991.02,Checking
CASE-8425,Apply Loan,2023-06-01 18:54:15,23100,17.39,Credit
CASE-3484,Apply Loan,2023-02-15 07:32:15,66546,3539.37,Checking
CASE-9296,View Statement,2023-06-11 22:58:47,35667,4068.8,Credit
CASE-9000,Apply Loan,2023-10-06 13:30:40,36750,4545.3,Savings
CASE-5937,Logout,2023-12-13 04:26:57,26858,4261.94,Savings
CASE-2528,Apply Loan,2023-12-13 23:25:17,56306,3185.1,Credit
CASE-2377,Apply Loan,2023-04-23 12:04:26,94247,475.77,Savings
CASE-2071,View Statement,2023-06-21 19:14:38,16802,4452.66,Checking
CASE-9286,Login,2023-12-10 12:54:01,62855,1952.64,Savings
CASE-5392,Check Balance,2023-09-28 17:29:23,52135,3001.67,Savings
CASE-6444,Transfer Funds,2023-03-08 16:09:10,20769,3848.58,Credit
CASE-2914,View Statement,2023-09-01 08:18:57,88040,4619.5,Savings
CASE-7926,Pay Bill,2023-04-18 14:02:48,83543,4230.21,Savings
CASE-5772,Check Balance,2023-03-03 01:50:34,67937,1261.45,Savings
CASE-8388,Pay Bill,2023-03-25 09:31:11,23800,3581.3,Savings
CASE-4987,Apply Loan,2023-11-25 14:09:00,54786,793.54,Savings
CASE-9127,View Statement,2023-06-27 23:15:06,61112,3044.1,Checking
CASE-7500,Check Balance,2023-05-30 11:24:06,40207,556.78,Credit
CASE-5603,Transfer Funds,2023-09-07 05:04:01,47574,4907.89,Checking
CASE-1760,Apply Loan,2023-04-27 21:21:46,70298,47.83,Checking
