Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-8850,Buy Stock,2023-10-15 05:50:11,78622,AAPL,N/A,1007.58
CASE-9309,Sell Stock,2023-11-09 10:39:36,73237,MSFT,N/A,2922.8
CASE-1115,Sell Stock,2023-03-29 16:59:33,78564,MSFT,N/A,4086.83
CASE-9088,Consultation,2023-01-13 15:18:41,88130,AMZN,N/A,2391.17
CASE-7476,Buy Stock,2023-06-07 02:29:10,24508,AMZN,N/A,1697.85
CASE-9666,Dividend Received,2023-04-07 10:42:45,42218,MSFT,N/A,2040.29
CASE-9220,Dividend Received,2023-09-05 07:50:23,95204,AMZN,N/A,2816.95
CASE-7760,Dividend Received,2023-04-28 04:39:05,33424,TSLA,N/A,4420.32
CASE-9542,Tax Calculation,2023-03-24 00:23:42,90756,GOOGL,N/A,464.39
CASE-3112,Consultation,2023-08-17 13:51:54,20130,AAPL,N/A,2449.76
CASE-4790,Tax Calculation,2023-08-07 02:49:53,14875,GOOGL,N/A,2753.6
CASE-8875,Buy Stock,2023-07-17 13:41:40,98278,AMZN,N/A,787.82
CASE-9776,Buy Stock,2023-03-07 15:20:55,42370,MSFT,N/A,3919.78
CASE-1761,Portfolio Review,2023-07-22 19:57:10,32592,AAPL,N/A,1392.13
CASE-3441,Consultation,2023-07-12 05:51:05,32229,MSFT,N/A,3216.5
CASE-7370,Sell Stock,2023-04-13 19:18:31,57570,MSFT,N/A,1553.65
CASE-7488,Consultation,2023-04-10 07:37:32,62028,MSFT,N/A,3147.64
CASE-1353,Portfolio Review,2023-10-28 18:16:00,15810,MSFT,N/A,3084.94
CASE-1595,Sell Stock,2023-01-27 09:53:16,84526,MSFT,N/A,2753.51
CASE-7575,Tax Calculation,2023-09-27 20:07:50,87451,MSFT,N/A,3996.04
CASE-8556,Dividend Received,2023-10-21 18:16:33,54441,GOOGL,N/A,3540.08
CASE-5121,Sell Stock,2023-06-21 21:19:30,58537,AMZN,N/A,3043.06
CASE-9074,Sell Stock,2023-03-12 13:54:52,14625,AAPL,N/A,2611.72
CASE-6159,Consultation,2023-06-14 11:13:58,24771,AAPL,N/A,4197.13
CASE-9068,Sell Stock,2023-04-29 02:16:17,83697,MSFT,N/A,1505.69
CASE-3905,Dividend Received,2023-09-20 15:22:08,10884,MSFT,N/A,3951.22
CASE-9915,Sell Stock,2023-10-22 23:35:28,96557,GOOGL,N/A,4902.19
CASE-5789,Buy Stock,2023-01-18 01:56:51,40687,AMZN,N/A,2569.72
CASE-2480,Consultation,2023-06-22 17:16:10,60006,TSLA,N/A,613.26
CASE-7416,Buy Stock,2023-04-06 22:35:33,99817,AMZN,N/A,546.79
CASE-6644,Buy Stock,2023-10-01 14:08:58,43854,MSFT,N/A,4781.96
CASE-4312,Sell Stock,2023-01-20 07:22:00,60504,TSLA,N/A,2714.6
CASE-9047,Buy Stock,2023-06-26 00:55:15,10642,AMZN,N/A,112.92
CASE-6572,Consultation,2023-12-09 19:34:27,38060,GOOGL,N/A,2577.34
CASE-2587,Buy Stock,2023-04-30 00:02:13,70957,TSLA,N/A,4511.65
CASE-3474,Sell Stock,2023-03-13 10:23:30,98795,AMZN,N/A,4698.73
CASE-9343,Buy Stock,2023-09-22 22:21:06,10582,MSFT,N/A,4257.23
CASE-7381,Portfolio Review,2023-09-28 16:59:42,33536,TSLA,N/A,2159.37
CASE-7905,Consultation,2023-03-28 02:27:02,67037,MSFT,N/A,2860.77
CASE-5064,Dividend Received,2023-03-05 04:44:33,31548,GOOGL,N/A,657.03
