Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-2733,Consultation,2023-07-01 08:58:48,59168,GOOGL,N/A,4026.87
CASE-5020,Tax Calculation,2023-08-21 08:35:01,44731,AAPL,N/A,4015.29
CASE-5917,Consultation,2023-07-14 19:58:54,33811,TSLA,N/A,3072.05
CASE-5709,Portfolio Review,2023-09-19 10:00:02,44863,AAPL,N/A,832.53
CASE-4617,Dividend Received,2023-10-07 14:47:43,49371,TSLA,N/A,392.07
CASE-5941,Tax Calculation,2023-06-06 17:56:59,58402,AAPL,N/A,4885.45
CASE-2413,Consultation,2023-06-14 19:19:53,17014,GOOGL,N/A,3420.17
CASE-5994,Portfolio Review,2023-12-03 15:38:15,30967,MSFT,N/A,2288.66
CASE-9111,Dividend Received,2023-12-02 10:06:19,24921,TSLA,N/A,2043.15
CASE-5256,Consultation,2023-10-21 12:27:49,93523,GOOGL,N/A,1757.09
CASE-1985,Sell Stock,2023-11-30 02:17:50,86614,TSLA,N/A,1101.55
CASE-6731,Dividend Received,2023-12-10 02:54:39,33669,MSFT,N/A,1623.01
CASE-8401,Sell Stock,2023-08-20 17:51:24,76404,AAPL,N/A,535.91
CASE-2288,Buy Stock,2023-08-01 08:45:57,73233,TSLA,N/A,4252.33
CASE-5470,Buy Stock,2023-11-08 00:08:28,97273,AAPL,N/A,2269.56
CASE-9868,Consultation,2023-06-28 16:01:26,56716,AAPL,N/A,1060.94
CASE-2135,Tax Calculation,2023-07-22 16:43:04,78191,AAPL,N/A,4128.68
CASE-1877,Buy Stock,2023-09-26 19:35:15,50036,AAPL,N/A,2003.24
CASE-9614,Consultation,2023-09-09 09:00:35,30551,MSFT,N/A,2133.67
CASE-9749,Tax Calculation,2023-02-18 23:50:01,78214,MSFT,N/A,4173.56
CASE-3185,Sell Stock,2023-02-17 08:19:28,35080,TSLA,N/A,1564.49
CASE-6043,Sell Stock,2023-04-04 18:22:01,38821,MSFT,N/A,4734.81
CASE-2311,Sell Stock,2023-01-30 09:44:38,76879,AMZN,N/A,4341.9
CASE-8904,Portfolio Review,2023-11-09 17:58:00,15369,MSFT,N/A,3875.8
CASE-6016,Portfolio Review,2023-06-02 00:18:35,24845,MSFT,N/A,4696.81
CASE-6909,Tax Calculation,2023-05-28 14:52:45,95147,MSFT,N/A,4843.77
CASE-4764,Portfolio Review,2023-05-04 12:58:47,81379,MSFT,N/A,1442.78
CASE-4350,Sell Stock,2023-09-16 23:58:59,45979,AMZN,N/A,2671.39
CASE-2700,Tax Calculation,2023-09-18 01:01:44,94833,MSFT,N/A,4693.65
CASE-1722,Tax Calculation,2023-11-09 23:56:29,46184,AMZN,N/A,134.44
CASE-8446,Portfolio Review,2023-09-30 08:47:09,33985,TSLA,N/A,3856.04
CASE-6943,Consultation,2023-07-07 22:23:35,32001,AAPL,N/A,4520.69
CASE-5974,Buy Stock,2023-06-25 19:12:08,47166,AAPL,N/A,3323.85
