Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-8972,Consultation,2023-03-02 20:58:03,17815,AAPL,N/A,1041.75
CASE-4477,Dividend Received,2023-08-05 20:05:34,65624,MSFT,N/A,499.82
CASE-1645,Portfolio Review,2023-08-18 17:06:11,46609,TSLA,N/A,1568.18
CASE-8212,Dividend Received,2023-12-19 13:32:33,87300,MSFT,N/A,2802.98
CASE-6191,Dividend Received,2023-02-02 09:18:11,94465,AAPL,N/A,4127.93
CASE-4789,Sell Stock,2023-11-19 09:58:38,94356,GOOGL,N/A,4854.62
CASE-3640,Buy Stock,2023-10-23 11:29:55,66460,AMZN,N/A,2768.68
CASE-7995,Dividend Received,2023-06-27 04:08:37,65532,AAPL,N/A,2320.0
CASE-5646,Portfolio Review,2023-01-18 17:35:24,40912,TSLA,N/A,4944.77
CASE-9780,Portfolio Review,2023-05-15 05:29:46,59066,AAPL,N/A,4365.78
CASE-3861,Consultation,2023-11-20 02:24:10,20424,MSFT,N/A,209.59
CASE-7023,Portfolio Review,2023-04-13 10:12:28,88764,TSLA,N/A,615.56
CASE-5848,Tax Calculation,2023-06-17 22:03:24,72761,AMZN,N/A,1247.47
CASE-7118,Buy Stock,2023-01-16 06:40:23,74083,AAPL,N/A,4343.24
CASE-5160,Dividend Received,2023-11-29 06:36:48,99435,AAPL,N/A,1462.92
CASE-5906,Consultation,2023-07-09 03:31:07,24637,TSLA,N/A,1818.12
CASE-8916,Portfolio Review,2023-02-19 11:53:32,56023,AAPL,N/A,2879.73
CASE-4639,Buy Stock,2023-04-29 13:45:35,61184,AMZN,N/A,839.92
CASE-3247,Dividend Received,2023-08-15 14:14:48,25936,GOOGL,N/A,1680.51
CASE-3481,Portfolio Review,2023-03-09 05:43:15,95289,GOOGL,N/A,4690.99
CASE-1897,Buy Stock,2023-06-09 23:56:50,70610,AAPL,N/A,3578.29
CASE-7067,Sell Stock,2023-10-13 09:35:31,83222,AAPL,N/A,69.45
CASE-4709,Portfolio Review,2023-04-29 18:21:33,73186,AMZN,N/A,2776.29
CASE-8311,Portfolio Review,2023-04-30 11:45:42,60986,TSLA,N/A,401.43
CASE-7613,Consultation,2023-03-27 12:43:21,11315,AAPL,N/A,3104.35
CASE-9632,Portfolio Review,2023-12-18 04:46:15,94701,TSLA,N/A,1493.83
CASE-3833,Consultation,2023-09-27 21:01:11,32850,AMZN,N/A,1772.58
CASE-5041,Tax Calculation,2023-02-14 14:10:04,37468,AMZN,N/A,2051.5
CASE-1063,Sell Stock,2023-10-22 15:16:03,47969,MSFT,N/A,4332.3
CASE-3724,Portfolio Review,2023-05-26 16:44:44,54301,MSFT,N/A,994.37
CASE-6212,Buy Stock,2023-12-13 17:38:38,44652,TSLA,N/A,2693.6
CASE-2129,Dividend Received,2023-05-23 17:00:32,55551,GOOGL,N/A,3101.57
CASE-7306,Sell Stock,2023-12-22 13:33:41,30461,AAPL,N/A,4974.75
CASE-9670,Dividend Received,2023-03-23 00:14:38,83805,AMZN,N/A,4147.93
CASE-1007,Sell Stock,2023-07-03 07:54:10,28451,GOOGL,N/A,4339.16
CASE-4954,Consultation,2023-09-15 10:27:40,88567,MSFT,N/A,858.75
CASE-4019,Tax Calculation,2023-03-08 01:47:31,20893,GOOGL,N/A,1461.39
CASE-1973,Buy Stock,2023-06-08 19:35:08,47180,AMZN,N/A,4336.66
CASE-5491,Portfolio Review,2023-12-20 23:29:10,30472,GOOGL,N/A,621.51
CASE-6377,Buy Stock,2023-02-17 02:46:18,73156,AAPL,N/A,3427.36
CASE-1577,Tax Calculation,2023-05-30 21:15:04,30421,TSLA,N/A,3175.67
CASE-9724,Portfolio Review,2023-01-23 12:07:28,63428,AAPL,N/A,2830.98
CASE-2142,Tax Calculation,2023-02-14 19:52:04,32723,MSFT,N/A,4855.1
CASE-2766,Tax Calculation,2023-09-14 23:52:59,47699,TSLA,N/A,3638.2
CASE-1846,Sell Stock,2023-05-30 17:24:08,15935,TSLA,N/A,2801.64
CASE-9848,Dividend Received,2023-05-28 06:26:33,78741,AAPL,N/A,1839.72
CASE-9941,Dividend Received,2023-04-03 17:55:07,21331,TSLA,N/A,1313.61
CASE-6427,Portfolio Review,2023-09-22 12:41:06,73421,AMZN,N/A,2239.27
CASE-5503,Consultation,2023-07-06 00:27:00,27679,TSLA,N/A,471.45
CASE-3316,Consultation,2023-10-05 19:03:22,63251,TSLA,N/A,4207.99
CASE-8566,Sell Stock,2023-07-07 12:01:55,42452,AAPL,N/A,1011.61
CASE-3678,Dividend Received,2023-09-06 17:55:58,74374,TSLA,N/A,3636.04
CASE-6490,Tax Calculation,2023-09-19 11:00:25,60689,GOOGL,N/A,1796.94
