Case_ID,Activity,Timestamp,Portfolio_ID,Stock_Symbol,Quantity,Price
CASE-4984,Tax Calculation,2023-05-27 19:54:46,53350,MSFT,N/A,240.28
CASE-1164,Sell Stock,2023-07-12 11:26:29,93744,TSLA,N/A,4181.9
CASE-9524,Dividend Received,2023-03-30 11:55:48,47412,GOOGL,N/A,2497.33
CASE-5081,Tax Calculation,2023-09-13 08:36:43,96896,TSLA,N/A,592.29
CASE-3488,Sell Stock,2023-08-24 14:24:57,67196,AAPL,N/A,3377.17
CASE-2442,Sell Stock,2023-01-18 06:51:51,88377,AAPL,N/A,3882.45
CASE-9371,Portfolio Review,2023-10-09 23:56:12,63822,TSLA,N/A,1265.51
CASE-3329,Portfolio Review,2023-10-17 07:46:37,79055,AAPL,N/A,389.13
CASE-5085,Tax Calculation,2023-01-01 04:22:16,69508,AAPL,N/A,483.79
CASE-2962,Tax Calculation,2023-06-18 01:20:12,18796,AMZN,N/A,3024.68
CASE-8066,Portfolio Review,2023-03-14 02:11:35,19920,MSFT,N/A,1640.91
CASE-2747,Buy Stock,2023-11-26 03:40:15,93164,GOOGL,N/A,1391.91
CASE-2502,Sell Stock,2023-05-12 04:22:37,45667,AMZN,N/A,2320.62
CASE-1725,Sell Stock,2023-05-12 21:08:34,29375,GOOGL,N/A,4796.03
CASE-6920,Portfolio Review,2023-04-27 14:37:33,45175,AAPL,N/A,4104.03
CASE-6572,Portfolio Review,2023-05-26 12:17:57,56029,AMZN,N/A,2878.46
CASE-2312,Portfolio Review,2023-08-03 02:29:50,40242,AAPL,N/A,3136.26
CASE-7493,Portfolio Review,2023-04-04 05:44:11,62403,GOOGL,N/A,3519.36
CASE-6282,Tax Calculation,2023-12-21 02:40:17,22696,GOOGL,N/A,1226.0
CASE-6538,Portfolio Review,2023-09-22 18:22:04,13783,AMZN,N/A,2627.37
CASE-1184,Portfolio Review,2023-08-27 00:44:19,99120,AMZN,N/A,4992.86
CASE-7942,Portfolio Review,2023-08-23 18:27:51,87916,AMZN,N/A,2582.66
CASE-7156,Dividend Received,2023-04-27 07:46:03,16267,MSFT,N/A,3846.24
CASE-4269,Dividend Received,2023-04-27 17:37:09,81061,AAPL,N/A,4012.78
CASE-1556,Consultation,2023-03-20 17:29:57,37538,AAPL,N/A,1666.7
CASE-1617,Dividend Received,2023-05-31 03:43:36,32472,AAPL,N/A,2910.21
CASE-7535,Tax Calculation,2023-04-03 09:10:41,56137,MSFT,N/A,3912.95
CASE-5766,Buy Stock,2023-03-29 00:21:08,42091,AMZN,N/A,1441.24
CASE-2092,Consultation,2023-11-22 06:51:25,23041,TSLA,N/A,1416.77
CASE-4873,Portfolio Review,2023-07-06 00:26:03,51567,AAPL,N/A,4648.56
CASE-3456,Portfolio Review,2023-10-02 16:59:01,70405,AMZN,N/A,1655.86
CASE-4233,Tax Calculation,2023-12-02 23:13:09,57180,AMZN,N/A,2027.61
CASE-3285,Portfolio Review,2023-04-16 23:16:18,70862,AMZN,N/A,1571.18
CASE-6834,Tax Calculation,2023-01-08 23:04:45,28313,TSLA,N/A,516.21
CASE-1814,Buy Stock,2023-10-24 06:14:04,68956,GOOGL,N/A,567.25
CASE-5162,Tax Calculation,2023-03-17 11:09:31,17494,AAPL,N/A,2551.18
CASE-1562,Sell Stock,2023-08-18 17:36:27,16563,AMZN,N/A,1097.14
CASE-3105,Dividend Received,2023-05-12 11:09:57,71574,AMZN,N/A,1764.99
CASE-8138,Sell Stock,2023-04-12 19:16:06,57818,GOOGL,N/A,3945.37
CASE-5697,Portfolio Review,2023-08-31 11:58:33,72170,GOOGL,N/A,3712.44
CASE-2440,Dividend Received,2023-07-19 14:20:35,21210,TSLA,N/A,194.1
CASE-7556,Dividend Received,2023-12-12 20:43:54,27073,TSLA,N/A,2919.0
CASE-8626,Consultation,2023-12-25 13:04:47,49646,TSLA,N/A,1209.79
CASE-5062,Buy Stock,2023-03-20 00:39:24,93251,MSFT,N/A,4875.38
CASE-2030,Portfolio Review,2023-02-01 20:27:46,90928,AAPL,N/A,297.84
CASE-5598,Dividend Received,2023-04-08 21:54:47,44097,GOOGL,N/A,1503.97
CASE-6174,Buy Stock,2023-05-31 05:46:04,56447,AAPL,N/A,3485.07
CASE-4462,Dividend Received,2023-07-08 12:57:56,42305,GOOGL,N/A,2039.74
CASE-9132,Tax Calculation,2023-03-02 12:36:33,72067,GOOGL,N/A,1302.9
CASE-5487,Consultation,2023-02-03 21:29:16,55655,GOOGL,N/A,2909.41
